Link	New name	Change	Who Number	Last name	Prop Lists	Rec Lists	Locator name	French	Spanish	Russian	Arabic	Chinese	Phonetic	Molecular formula	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=824	bisacodyl		824	bisacodyl	13	14	bisacodyl [INN]	bisacodyl	bisacodilo	бисакодил	بيساكوديل	比沙可啶	bisacodil	C22H19NO4	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=825	chlorphenesin		825	chlorphenesin	8		chlorphenesin [INN]	chlorphénésine	clorfenesina	хлорфенезин	كلورفينيزين	氯苯甘醚	chlorfenesin	C9H11ClO3	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=826	clemizole		826	clemizole	8	4	clemizole [INN]	clémizole	clemizol	клемизол	كليميزول	克立咪唑	clemizole	C19H20ClN3	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=827	clemizole penicillin		827	clemizole penicillin	8	4	clemizole penicillin [INN]	clémizole pénicilline	clemizol penicilina	клемизол пенициллин	كليميزول بينيسيلين	克咪西林	clemizole	C19H20ClN3 cum C16H18N2O4S	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=828	dimethisterone		828	dimethisterone	8	4	dimethisterone [INN]	diméthistérone	dimetisterona	диметистерон	ديميثيستيرون	地美炔酮	dimetisterone	C23H32O2	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=829	inproquone		829	inproquone	8	4	inproquone [INN]	inproquone	inprocuona	инпрохон	إينبروكون	英丙醌	inproqone	C16H22N2O4	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=830	piprinhydrinate		830	piprinhydrinate	8	4	piprinhydrinate [INN]	piprinhydrinate	piprinhidrinato	пипрингидринат	بيبرينهيدرينات	哌海茶碱	piprinhidrinate	C19H23NO.C7H7ClN4O2	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=831	pempidine		831	pempidine	8	4	pempidine [INN]	pempidine	pempidina	пемпидин	بيمبيدين	潘必啶	pempidine	C10H21N	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=832	norcodeine		832	norcodeine	7	4	norcodeine [INN]	norcodéine	norcodeína	норкодеин	نوركودئين	去甲可待因	norcodeine	C17H19NO3	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=833	normorphine		833	normorphine	7	4	normorphine [INN]	normorphine	normorfina	норморфин	نورمورفين	去甲吗啡	normorfine	C16H17NO3	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=834	furmethoxadone		834	furmethoxadone	8	4	furmethoxadone [INN]	furméthoxadone	furmetoxadona	фурметоксадон	فورميثوكسادون	呋甲酮	furmetoxadone	C9H9N3O5	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=835	hydroxindasol		835	hydroxindasol	8	4	hydroxindasol [INN]	hydroxindasol	hidroxindasol	гидроксиндазол	هيدروكسينداسول	羟吲达醇	hidroxindasol	C19H22N2O2	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=836	triacetin		836	triacetin	8	4	triacetin [INN]	triacétine	triacetina	триацетин	ثلاثي أسيتين	三醋汀	triacetin	C9H14O6	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=837	aminoglutethimide		837	aminoglutethimide	10	4	aminoglutethimide [INN]	aminoglutéthimide	aminoglutetimida	аминоглутетимид	أمينوغلوتيثيميد	氨鲁米特	aminoglutetimide	C13H16N2O2	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=839	oxyphencyclimine		839	oxyphencyclimine	10	4	oxyphencyclimine [INN]	oxyphencyclimine	oxifenciclimina	оксифенциклимин	أوكسي فينسيكليمين	羟苄利明	oxifenciclimine	C20H28N2O3	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=840	sulfadimethoxine		840	sulfadimethoxine	10	4	sulfadimethoxine [INN]	sulfadiméthoxine	sulfadimetoxina	сульфадиметоксин	سولفاديميثوكسين        	磺胺地索辛	sulfadimetoxine	C12H14N4O4S	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=841	hydrochlorothiazide		841	hydrochlorothiazide	10	4	hydrochlorothiazide [INN]	hydrochlorothiazide	hidroclorotiazida	гидрохлоротиазид	هيدروكلوروثيازيد	氢氯噻嗪	hidrochlorotiazide	C7H8ClN3O4S2	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=842	phetharbital		842	phetharbital	10	4	phetharbital [INN]	phétharbital	fetarbital	фетарбитал	فيثاربيتال  	非沙比妥	fetarbital	C14H16N2O3	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=843	flumethiazide		843	flumethiazide	10	4	flumethiazide [INN]	fluméthiazide	flumetiazida	флуметиазид	فلوميثيازيد	氟甲噻嗪	flumetiazide	C8H6F3N3O4S2	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=844	polycarbophil		844	polycarbophil	10	4	polycarbophil [INN]	polycarbophile	policarbofilo	поликарбофил	بوليكاربوفيل	聚卡波非	policarbofil	Empty	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=845	thihexinol methylbromide		845	thihexinol methylbromide	10	4	thihexinol methylbromide [INN]	méthylbromure de thihexinol	metilbromuro de tihexinol	тигексинола метилбромид	ميثيلبروميد ثيهيكزينول	甲溴噻昔诺	tihexinol metilbromide	C18H26BrNOS2	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=846	carbazochrome sodium sulfonate		846	carbazochrome sodium sulfonate	10	4	carbazochrome sodium sulfonate [INN]	carbazochrome sulfonate de sodium	carbazocromo sulfonato de sodio	натрия карбазохрома сульфонат	كاربازوكروم سلفونات صوديوم   	卡络磺钠	carbazochrome sodium	C10H11N4NaO5S	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=848	nihydrazone		848	nihydrazone	10	4	nihydrazone [INN]	nihydrazone	nihidrazona	нигидразон	نيهيدرازون	尼海屈腙	nihidrazone	C7H7N3O4	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=849	syrosingopine		849	syrosingopine	10	4	syrosingopine [INN]	syrosingopine	sirosingopina	сирозингопин	سيروسينغوبين	昔罗舍平	sirosingopine	C35H42N2O11	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=850	diphenoxylate		850	diphenoxylate	10	4	diphenoxylate [INN]	diphénoxylate	difenoxilato	дифеноксилат	ديفينوكسيلات	地芬诺酯	difenoxilate	C30H32N2O2	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=851	pralidoxime iodide		851	pralidoxime iodide	10	4	pralidoxime iodide [INN]	iodure de pralidoxime	ioduro de pralidoxima	пралидоксима йодид	أيوديد براليدوكسيم	碘解磷定	pralidoxime iodide	C7H9IN2O	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=852	nifurethazone		852	nifurethazone	10	4	nifurethazone [INN]	nifuréthazone	nifuretazona	нифуретазон	نيفوريثازون	硝呋乙宗	nifuretazone	C10H15N5O4	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=853	medroxyprogesterone		853	medroxyprogesterone	10	4	medroxyprogesterone [INN]	médroxyprogestérone	medroxiprogesterona	медроксипрогестерон	ميدروكسيبروجيستيرون	甲羟孕酮	medroxiprogesterone	C22H32O3	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=854	anisindione		854	anisindione	10	4	anisindione [INN]	anisindione	anisindiona	анизиндион	أنيسينديون	茴茚二酮	anisindione	C16H12O3	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=855	cloquinate		855	cloquinate	11	5	cloquinate [INN]	cloquinate	cloquinato	клохинат	كلوكينات	氯喹那特	cloqinate	C18H26ClN3.(C9H6INO4S)2	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=856	dieldrin		856	dieldrin	10		dieldrin [INN]	dieldrine	dieldrina	диэлдрин	ديالدرين	狄氏剂	dieldrin	C12H8Cl6O	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=857	halopenium chloride		857	halopenium chloride	10	4	halopenium chloride [INN]	chlorure d'halopénium	cloruro de halopenio	галопения хлорид	كلوريد هالوبينيوم 	卤培氯铵	halopenium	C22H30BrCl2NO	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=858	poldine metilsulfate		858	poldine metilsulfate	13		poldine metilsulfate [INN]	métilsulfate de poldine	metilsulfato de poldina	полдина метилсульфат	ميتيلسولفات بولدين	甲硫泊尔定	poldine metilsulfate	C22H29NO7S	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=859	prampine		859	prampine	11	5	prampine [INN]	prampine	prampina	прампин	برامبين	普兰品	prampine	C20H27NO4	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=860	promethazine teoclate		860	promethazine teoclate	10	4	promethazine teoclate [INN]	téoclate de prométhazine	teoclato de prometazina	прометазина теоклат	تيوكلات بروميثازين	茶氯酸异丙嗪	prometazine teoclate	C17H20N2S.C7H7ClN4O2	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=861	sulfatolamide		861	sulfatolamide	10	4	sulfatolamide [INN]	sulfatolamide	sulfatolamida	сульфатоламид	سولفاتولاميد	磺胺托拉米	sulfatolamide	C14H19N5O4S3	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=862	mestanolone		862	mestanolone	10	4	mestanolone [INN]	mestanolone	mestanolona	местанолон	ميستانولون	美雄诺龙	mestanolone	C20H32O2	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=863	metahexamide		863	metahexamide	10	4	metahexamide [INN]	métahexamide	metahexamida	метагексамид	ميتاهيكساميد 	美他己脲	metahexamide	C14H21N3O3S	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=864	levisoprenaline		864	levisoprenaline	10	4	levisoprenaline [INN]	lévisoprénaline	levisoprenalina	левизопреналин	ليفيسوبرينالين  	左异丙肾上腺素	levisoprenaline	C11H17NO3	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=865	cinnamaverine		865	cinnamaverine	10	4	cinnamaverine [INN]	cinnamavérine	cinamaverina	циннамаверин	سينامافيرين	桂马维林	cinnamaverine	C21H25NO2	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=866	dipiproverine		866	dipiproverine	10	4	dipiproverine [INN]	dipiprovérine	dipiproverina	дипипроверин	ديبيبروفيرين  	双哌维林	dipiproverine	C20H30N2O2	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=867	ethionamide		867	ethionamide	10	4	ethionamide [INN]	éthionamide	etionamida	этионамид	إيثيوناميد 	乙硫异烟胺	etionamide	C8H10N2S	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=868	natamycin		868	natamycin	15		natamycin [INN]	natamycine	natamicina	натамицин	ناتاميسين	那他霉素	natamicin	C33H47NO13	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=869	amphotericin B		869	amphotericin B	10	4	amphotericin B [INN]	amphotéricine B	amfotericina B	амфотерицин B	أمفوتريسين ب	两性霉素B	amfotericin	C47H73NO17	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=870	kanamycin		870	kanamycin	10	4	kanamycin [INN]	kanamycine	kanamicina	канамицин	كاناميسين	卡那霉素	kanamicin	C18H36N4O11	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=871	palmidrol		871	palmidrol	10	4	palmidrol [INN]	palmidrol	palmidrol	палмидрол	بالميدرول	帕米醇	palmidrol	C18H37NO2	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=872	cyproheptadine		872	cyproheptadine	10	4	cyproheptadine [INN]	cyproheptadine	ciproheptadina	ципрогептадин	سيبروهيبتادين	赛庚啶	ciproheptadine	C21H21N	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=873	norlevorphanol		873	norlevorphanol	9	4	norlevorphanol [INN]	norlévorphanol	norlevorfanol	норлеворфанол	نورليفورفانول	去甲左啡诺	norlevorfanol	C16H21NO	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=874	styramate		874	styramate	10	4	styramate [INN]	styramate	estiramato	стирамат	ستيرامات	司替氨酯	stiramate	C9H11NO3	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=875	griseofulvin		875	griseofulvin	10	4	griseofulvin [INN]	griséofulvine	griseofulvina	гризеофульвин	غريزيوفولفين	灰黄霉素	griseofulvin	C17H17ClO6	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=876	bephenium hydroxynaphthoate		876	bephenium hydroxynaphthoate	11	5	bephenium hydroxynaphthoate [INN]	hydroxynaphtoate de béphénium	hidroxinaftoato de befenio	бефения гидроксинафтоат	هيدروكسينافثوات بيفينيوم	羟萘苄芬宁	befenium	C28H29NO4	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=877	triclazate		877	triclazate	10	4	triclazate [INN]	triclazate	triclazato	триклазат	ثلاثي كلازات	曲克拉酯	triclazate	C20H23NO3	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=878	cyclophosphamide		878	cyclophosphamide	10	4	cyclophosphamide [INN]	cyclophosphamide	ciclofosfamida	циклофосфамид	سيكلوفوسفاميد	环磷酰胺	ciclofosfamide	C7H15Cl2N2O2P	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=879	methdilazine		879	methdilazine	90	51	methdilazine [INN]	methdilazine	metdilazina	метдилазин	ميثديلازين	甲地嗪	metdilazine	C18H20N2S	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=880	calcium carbimide		880	calcium carbimide	10	4	calcium carbimide [INN]	carbimide calcique	carbimida cálcica	кальция карбимид	كاربيميد كالسيوم	氰胺钙	calcium carbimide	CCaN2	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=881	thiotepa		881	thiotepa	10	4	thiotepa [INN]	thiotépa	tiotepa	тиотепа	ثيوتيبا	塞替派	tiotepa	C6H12N3PS	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=882	methazolamide		882	methazolamide	10	4	methazolamide [INN]	méthazolamide	metazolamida	метазоламид	ميثازولاميد	醋甲唑胺	metazolamide	C5H8N4O3S2	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=883	phytonadiol sodium diphosphate		883	phytonadiol sodium diphosphate	10	4	phytonadiol sodium diphosphate [INN]	diphosphate sodique de phytonadiol	fitonadiol de sodio difosfato	фитонадиола натрия дифосфат	ثنائي فوسفات فيتوناديول صوديوم  	二氢维生素K1磷酸钠	fitonadiol	C31H48Na2O8P2	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=884	pipamazine		884	pipamazine	10	4	pipamazine [INN]	pipamazine	pipamazina	пипамазин	بيبامازين	匹哌马嗪	pipamazine	C21H24ClN3OS	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=885	chlorphenoxamine		885	chlorphenoxamine	10	4	chlorphenoxamine [INN]	chlorphénoxamine	clorfenoxamina	хлорфеноксамин	كلورفينوكزامين	氯苯沙明	chlorfenoxamine	C18H22ClNO	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=886	chlorprothixene		886	chlorprothixene	79	40	chlorprothixene [INN]	chlorprothixène	clorprotixeno	хлорпротиксен	كلوربروثيكسان  	氯普噻吨	chlorprotixene	C18H18ClNS	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=887	prothixene		887	prothixene	10	4	prothixene [INN]	prothixène	protixeno	протиксен	بروثيكسان	丙噻吨	protixene	C18H19NS	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=888	emylcamate		888	emylcamate	10	4	emylcamate [INN]	émylcamate	emilcamato	эмилкамат	إيميلكامات	依米氨酯	emilcamate	C7H15NO2	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=889	mepenzolate bromide		889	mepenzolate bromide	10	4	mepenzolate bromide [INN]	bromure de mépenzolate	bromuro de mepenzolato	мепензолата бромид	بروميد ميبانزولات	溴美喷酯	mepenzolate	C21H26BrNO3	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=890	ferrocholinate		890	ferrocholinate	10	4	ferrocholinate [INN]	ferrocholinate	ferrocolinato	феррохолинат	فيروكولينات	铁胆盐	ferrocholinate	C11H20FeNO9.2H2O	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=891	allylprodine		891	allylprodine	9	4	allylprodine [INN]	allylprodine	alilprodina	аллилпродин	أليلبرودين	烯丙罗定	allilprodine	C18H25NO2	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=892	phenprobamate		892	phenprobamate	10	4	phenprobamate [INN]	phenprobamate	fenprobamato	фенпробамат	فينبروبامات	苯丙氨酯	fenprobamate	C10H13NO2	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=893	calcium benzamidosalicylate		893	calcium benzamidosalicylate	10	4	calcium benzamidosalicylate [INN]	benzamidosalicylate de calcium	benzamidosalicilato de calcio	кальция бензамидосалицилат	بنزاميدوساليسيلات كالسيوم	苯沙酸钙	benzamidosalicilate	(C14H10NO4)2Ca	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=894	ditophal		894	ditophal	10		ditophal [INN]	ditophal	ditofal	дитофал	ديتوفال          	地托酞	ditofal	C12H14O2S2	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=895	hydroflumethiazide		895	hydroflumethiazide	10	4	hydroflumethiazide [INN]	hydrofluméthiazide	hidroflumetiazida	гидрофлуметиазид	هيدروفلوميثيازيد  	氢氟噻嗪	hidroflumetiazide	C8H8F3N3O4S2	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=896	mebhydrolin		896	mebhydrolin	10	4	mebhydrolin [INN]	mebhydroline	mebhidrolina	мебгидролин	ميبهيدرولين	美海屈林	mebhidrolin	C19H20N2	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=897	methylchromone		897	methylchromone	10	4	methylchromone [INN]	méthylchromone	metilcromona	метилхромон	ميثيل كرومون	甲色酮	metilchromone	C10H8O2	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=898	bunamiodyl		898	bunamiodyl	10	4	bunamiodyl [INN]	bunamiodyl	bunamiodilo	бунамиодил	بوناميوديل	丁碘桂酸	bunamiodil	C15H16I3NO3	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=899	nialamide		899	nialamide	10	4	nialamide [INN]	nialamide	nialamida	ниаламид	نيالاميد	尼亚拉胺	nialamide	C16H18N4O2	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=900	phenazocine		900	phenazocine	9	4	phenazocine [INN]	phénazocine	fenazocina	феназоцин	فينازوسين	非那佐辛	fenazocine	C22H27NO	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=901	penthrichloral		901	penthrichloral	14	6	penthrichloral [INN]	penthrichloral	pentricloral	пентрихлорал	بينثريكلورال	戊氧氯醛	pentrichloral	C7H11Cl3O4	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=902	carisoprodol		902	carisoprodol	10	4	carisoprodol [INN]	carisoprodol	carisoprodol	каризопродол	كاريزوبرودول	卡立普多	carisoprodol	C12H24N2O4	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=903	ethenzamide		903	ethenzamide	10	17	ethenzamide [INN]	éthenzamide	etenzamida	этензамид	إيثينزاميد	乙水杨胺	etenzamide	C9H11NO2	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=904	thyropropic acid		904	thyropropic acid	10	4	thyropropic acid [INN]	acide thyropropique	ácido tiroprópico	тиропроповая кислота	حمض ثيروبروبيك	甲状丙酸	tiropropic tiropropate	C15H11I3O4	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=905	penicillinase		905	penicillinase	10, 111	4	penicillinase [INN]	pénicillinase	penicilinasa	пенициллиназа	بينيسيليناز	青霉素酶	penicillinase	Empty	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=906	toloxychlorinol		906	toloxychlorinol	10	4	toloxychlorinol [INN]	toloxychlorinol	toloxiclorinol	толоксихлоринол	تولوكسيكلورينول	托洛氯醇	toloxichlorinol	C14H16Cl6O5	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=907	dexbrompheniramine		907	dexbrompheniramine	10	4	dexbrompheniramine [INN]	dexbromphéniramine	dexbromfeniramina	дексбромфенирамин	ديكسبرومفينيرامين	右溴苯那敏	dexbromfeniramine	C16H19BrN2	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=908	hexcarbacholine bromide		908	hexcarbacholine bromide	10	4	hexcarbacholine bromide [INN]	bromure d'hexcarbacholine	bromuro de hexacarbacolina	гекскарбахолина бромид	بروميد هيكسكارباكولين	溴己氨胆碱	hexcarbacholine	C18H40Br2N4O4	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=909	triclobisonium chloride		909	triclobisonium chloride	10	4	triclobisonium chloride [INN]	chlorure de triclobisonium	cloruro de triclobisonio	триклобизония хлорид	كلوريد ثلاثي كلوبيزونيوم	曲比氯铵	triclobisonium	C36H74Cl2N2	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=910	sulfachlorpyridazine		910	sulfachlorpyridazine	10	4	sulfachlorpyridazine [INN]	sulfachlorpyridazine	sulfaclorpiridazina	сульфахлорпиридазин	سولفاكلوربيريدازين	磺胺氯达嗪	sulfachlorpiridazine	C10H9ClN4O2S	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=911	thioproperazine		911	thioproperazine	10	4	thioproperazine [INN]	thiopropérazine	tioproperazina	тиопроперазин	ثيوبروبيرازين	硫丙拉嗪	tioproperazine	C22H30N4O2S2	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=912	sulfaphenazole		912	sulfaphenazole	10	4	sulfaphenazole [INN]	sulfaphénazol	sulfafenazol	сульфафеназол	سولفافينازول	磺胺苯吡唑	sulfafenazole	C15H14N4O2S	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=913	octatropine methylbromide		913	octatropine methylbromide	10	4	octatropine methylbromide [INN]	méthylbromure d'octatropine	metilbromuro de octatropina	октатропина метилбромид	ميثيلبروميد أوكتاتروبين	甲溴辛托品	octatropine metilbromide	C17H32BrNO2	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=914	dimetholizine		914	dimetholizine	10	4	dimetholizine [INN]	dimétholizine	dimetolizina	диметолизин	ديميثوليزين	二甲力嗪	dimetolizine	C15H24N2O2	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=915	biperiden		915	biperiden	10	4	biperiden [INN]	bipéridène	biperideno	бипериден	بيبيريدين	比哌立登	biperiden	C21H29NO	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=916	colistin		916	colistin	10		colistin [INN]	colistine	colistina	колистин	كوليستين	多粘菌素E	colistin	Empty	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=917	demeclocycline		917	demeclocycline	25	11	demeclocycline [INN]	déméclocycline	demeclociclina	демеклоциклин	ديميكلوسيكلين    	地美环素	demeclocicline	C21H21ClN2O8	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=918	haloperidol		918	haloperidol	10	4	haloperidol [INN]	halopéridol	haloperidol	галоперидол	هالوبيريدول	氟哌啶醇	haloperidol	C21H23ClFNO2	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=919	phenelzine		919	phenelzine	10		phenelzine [INN]	phénelzine	fenelzina	фенелзин	فينيلزين	苯乙肼	fenelzine	C8H12N2	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=920	protokylol		920	protokylol	10	4	protokylol [INN]	protokylol	protoquilol	протокилол	بروتوكيلول	普罗托醇	protokilol	C18H21NO5	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=921	phenglutarimide		921	phenglutarimide	10	4	phenglutarimide [INN]	phenglutarimide	fenglutarimida	фенглутаримид	فينغلوتاريميد	芬格鲁胺	fenglutarimide	C17H24N2O2	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=922	benzethidine		922	benzethidine	9	4	benzethidine [INN]	benzéthidine	bencetidina	бензетидин	بنزيثيدين	苄替啶	benzetidine	C23H29NO3	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=923	benzyl alcohol		923	benzyl alcohol	1, 26	1	benzyl alcohol [INN]	alcool benzylique	alcohol bencílico	бензиловый спирт	كحول بنزيل	苯甲醇	benzil	C7H8O	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=924	phanquinone		924	phanquinone	10	18	phanquinone [INN]	phanquinone	fanquinona	фанхинон	فانكينون	泛喹酮	fanqinone	C12H6N2O2	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=925	furethidine		925	furethidine	9	4	furethidine [INN]	furéthidine	furetidina	фуретидин	فوريثيدين	呋替啶	furetidine	C21H31NO4	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=926	methotrexate		926	methotrexate	10	4	methotrexate [INN]	méthotrexate	metotrexato	метотрексат	ميثوتريكسات	甲氨蝶呤	metotrexate	C20H22N8O5	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=927	bretylium tosilate		927	bretylium tosilate	10	4	bretylium tosilate [INN]	tosilate de brétylium	tosilato de bretilio	бретилия тозилат	توسيلات بريتيليوم	托西溴苄铵	bretilium tosilate	C18H24BrNO3S	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=928	amphenidone		928	amphenidone	10	4	amphenidone [INN]	amphénidone	amfenidona	амфенидон	أمفينيدون	安非尼酮	amfenidone	C11H10N2O	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=929	hydroxindasate		929	hydroxindasate	10	4	hydroxindasate [INN]	hydroxindasate	hidroxindasato	гидроксиндазат	هيدروكسينداسات	羟吲达酯	hidroxindasate	C21H24N2O3	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=930	pipethanate		930	pipethanate	10	4	pipethanate [INN]	pipéthanate	pipetanato	пипетанат	بيبيثانات	哌沙酯	pipetanate	C21H25NO3	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=931	phenformin		931	phenformin	10	5	phenformin [INN]	phenformine	fenformina	фенформин	فينفورمين	苯乙双胍	fenformin	C10H15N5	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=933	glucagon		933	glucagon	10, 90, 97, 99, 101, 103, 104	18, 52, 59, 61, 63, 65, 66	glucagon [INN]	glucagon	glucagón	глюкагон	غلوكاغون	高血糖素	glucagon	Empty	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=934	homochlorcyclizine		934	homochlorcyclizine	10	4	homochlorcyclizine [INN]	homochlorcyclizine	homoclorciclizina	гомохлорциклизин	هوموكلورسيكليزين	高氯环秦	homochlorciclizine	C19H23ClN2	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=935	thiamphenicol		935	thiamphenicol	10	4	thiamphenicol [INN]	thiamphénicol	tianfenicol	тиамфеникол	ثيامفينيكول	甲砜霉素	tiamfenicol	C12H15Cl2NO5S	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=936	hexapropymate		936	hexapropymate	10	4	hexapropymate [INN]	hexapropymate	hexapropimato	гексапропимат	هيكسابروبيمات	己丙氨酯	hexapropimate	C10H15NO2	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=937	oxymorphone		937	oxymorphone	5	2	oxymorphone [INN]	oxymorphone	oximorfona	оксиморфон	أوكسيمورفون	羟吗啡酮	oximorfone	C17H19NO4	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=938	dichlorisone		938	dichlorisone	10	4	dichlorisone [INN]	dichlorisone	diclorisona	дихлоризон	ديكلوريزون	二氯松	dichlorisone	C21H26Cl2O4	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=939	paromomycin		939	paromomycin	28	12	paromomycin [INN]	paromomycine	paromomicina	паромомицин	باروموميسين	巴龙霉素	paromomicin	C23H45N5O14	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=940	norvinisterone		940	norvinisterone	10	4	norvinisterone [INN]	norvinistérone	norvinisterona	норвинистерон	نورفينيستيرون	诺乙烯酮	norvinisterone	C20H28O2	
